smiles,BBBP
CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(CC(=O)O)cc1)NC(C)=O)C(=O)O,0.0
COc1ccc(CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc2ccc(NC(=O)C(=O)O)cc2)NC(C)=O)cc1,0.0
COc1ccc(CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc2ccc(CC(=O)O)cc2)NC(C)=O)cc1,0.0
COc1ccc(Cn2ccc(C)c(NC(=O)[C@@H](Cc3ccc(C(C)(C)C(=O)O)cc3)NC(=O)C(C)(C)c3ccc4ccccc4c3)c2=O)cc1,0.0
Cc1cc(C)nc(NC(=O)c2cc(C(=O)O)c(C(=O)Nc3cc(C)cc(C)n3)cc2C(=O)O)c1,0.0
COc1ccc(CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc2ccc(C(=O)C(=O)O)cc2)NC(C)=O)cc1,0.0
COc1ccc(CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc2ccc(C(F)(F)C(=O)O)cc2)NC(C)=O)cc1,0.0
COc1ccc(CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc2ccc(CCC(=O)O)cc2)NC(C)=O)cc1,0.0
O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.0
O=P(O)(O)Oc1cccc2ccccc12,0.0
O=P(O)(O)Oc1ccccc1,0.0
CCOC(=O)C(Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O,0.0
NC(Cc1ccc(OP(=O)(O)O)cc1)C(=O)O,0.0
Cc1ccccc1CP(=O)(O)O,0.0
O=P(O)(O)Cc1cccc2ccccc12,0.0
O=C(O)c1ccccc1C(=O)n1ccnc1,0.0
O=P(O)(O)c1cccc2ccccc12,0.0
Cc1nccn1C(=O)c1ccccc1C(=O)O,0.0
CCCN(CCC)C(=O)c1ccccc1C(=O)O,0.0
O=C(O)c1ccccc1C(=O)O,0.0
O=P(O)(O)Cc1ccccc1,0.0
O=C(O)Cc1ccccc1,0.0
