Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCOCCOCCN)CC2)n1,1.0
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,1.0
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCNCC2)n1,1.0
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCOCCOCCNC(=O)OC(C)(C)C)CC2)n1,1.0
COc1cc(-c2nn(CCN3CCC(N(C)C)CC3)c3ncnc(N)c23)ccc1NC(=O)OC(C)(C)C,1.0
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCOCCOCCNC(=O)CS(=O)(=O)O)CC2)n1,1.0
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCOCCOCCNC(=O)C3C(C(=O)O)C(C(=O)O)C3C(=O)O)CC2)n1,1.0
Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,1.0
Cc1cc(Nc2nc3ccc(C(=O)Nc4c(C)cccc4Cl)cc3s2)nc(NCC2CCCO2)n1,1.0
Oc1ccc(Cl)c(Nc2nc(SCCN3CCOCC3)nc3c2cnn3CC(Cl)c2ccccc2)c1,1.0
CSc1nc(Nc2cc(O)ccc2Cl)c2cnn(CC(Cl)c3ccccc3)c2n1,1.0
Clc1ccc(CNc2ncnc3c2cnn3CC(Cl)c2ccc(Br)cc2)cc1,1.0
Cc1cccc(C)c1-c1cc(C)c2nc(Nc3ccc(OCCN4CCCC4)cc3)nnc2c1,1.0
Oc1cccc(Nc2nc(SC3CCCC3)nc3c2cnn3CC(Cl)c2ccccc2)c1,1.0
Cc1cc(-c2c(Cl)cccc2Cl)cc2nnc(Nc3ccc(OCC[N+]4([O-])CCCC4)cc3)nc12,1.0
CC(C)Sc1nc(Nc2cccc(O)c2)c2cnn(CC(Cl)c3ccccc3)c2n1,1.0
Cc1cccc(Cl)c1NC(=O)c1ccc2nc(Nc3cccc(NCCO)n3)sc2c1,1.0
CNc1cc(Nc2nc3ccc(C(=O)Nc4c(C)cccc4Cl)cc3s2)ncn1,1.0
Oc1ccc(Cl)c(Nc2ncnc3c2cnn3CC(Cl)c2ccccc2)c1,1.0
CSc1nc(Nc2cccc(Br)c2)c2cnn(CC(C)c3ccccc3)c2n1,1.0
CC(Cn1ncc2c(Nc3cc(O)ccc3Cl)nc(NCCO)nc21)c1ccccc1,1.0
CSc1nc(Nc2cccc(Cl)c2)c2cnn(CC(C)c3ccccc3)c2n1,1.0
CSc1nc(Nc2ccccc2)c2cnn(CC(C)c3ccccc3)c2n1,1.0
Cc1cc(Nc2cc(C)c(C#N)c(NC(C)CCCC(C)(C)O)n2)n[nH]1.Cl,1.0
COc1cc2c(N[C@@H]3C[C@H]3c3ccccc3)c(C#N)cnc2cc1OCCCN1CCN(C)CC1,1.0
Cc1cc(-c2c(Cl)cccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,1.0
CSc1nc(Nc2cccc(O)c2)c2cnn(CC(Cl)c3ccccc3)c2n1,1.0
CC(Cn1ncc2c(Nc3cc(O)ccc3Cl)nc(NCCN)nc21)c1ccccc1,1.0
Cc1cc(-c2ccccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,1.0
Cc1cc(Nc2nc(Sc3ccc(Cl)c(Cl)c3)nc3ccccc23)n[nH]1,1.0
Cl.Oc1cccc(Nc2nc(SCCN3CCOCC3)nc3c2cnn3CCc2ccccc2)c1,1.0
CNc1nccc(-c2c[nH]c(=O)c(NC(=O)c3ccc(N4CCCCC4)cc3)c2)n1,1.0
Fc1cccc(CNc2ncnc3c2cnn3CC(Cl)c2ccc(Br)cc2)c1,1.0
COc1cc2c(N[C@@H]3C[C@H]3c3ccccc3)c(C#N)cnc2cc1OCCCN1CCOCC1,1.0
COc1cc2c(N[C@@H]3C[C@H]3c3ccccc3)c(C#N)cnc2cc1OCCCc1cccnc1,1.0
CSc1nc(Nc2cc(O)ccc2Cl)c2cnn(CC(C)c3ccccc3)c2n1,1.0
CC(Cn1ncc2c(Nc3cc(O)ccc3Cl)nc(SCCN3CCOCC3)nc21)c1ccccc1,1.0
O=C(Nc1nnc(SCc2cccc(F)c2)s1)c1ccc(Cl)cc1,1.0
ClC(Cn1ncc2c(Nc3ccccc3)ncnc21)c1ccc(Br)cc1,1.0
CC(C)n1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21,1.0
Clc1cccc(CNc2ncnc3c2cnn3CC(Cl)c2ccc(Br)cc2)c1,1.0
O=C(CCCCCC(=O)N1CCC[C@@H]1c1ccco1)Nc1cccc(Nc2nccc(Nc3cc(C4CC4)[nH]n3)n2)c1,1.0
CC(Cn1ncc2c(Nc3cccc(O)c3)nc(SCCN3CCOCC3)nc21)c1ccccc1.Cl,1.0
OCCNc1nc(Nc2cc(O)ccc2Cl)c2cnn(CC(Cl)c3ccccc3)c2n1,1.0
Cc1cc(Nc2nc(-c3ccccc3)nc3ccccc23)n[nH]1,1.0
Fc1cccc(CNc2ncnc3c2cnn3CC(Cl)c2ccccc2)c1,1.0
N#Cc1cnc2ccc(-c3ccc(CN)cc3)cc2c1N[C@@H]1C[C@H]1c1ccccc1,1.0
CSc1nc(Nc2cccc(Cl)c2)c2cnn(CCc3ccccc3)c2n1,1.0
Cc1cccn2cc(CN(Cc3nc4ccccc4c(=O)[nH]3)C(C)C)nc12,1.0
Cc1nc[nH]c1[C@H]1c2nc[nH]c2CCN1Cc1nc2ccccc2[nH]1,1.0
Fc1ccc(C(Cl)Cn2ncc3c(Nc4cccc(F)c4)ncnc32)cc1,1.0
CCSc1nc(Nc2cccc(Br)c2)c2cnn(CC(C)c3ccccc3)c2n1,1.0
Cc1nc[nH]c1[C@@H]1c2nc[nH]c2CCN1Cc1nc2ccccc2[nH]1,1.0
ClC(Cn1ncc2c(Nc3ccccc3)ncnc21)c1ccccc1,1.0
COCCOc1cc2ncc(C#N)c(N[C@@H]3C[C@H]3c3ccccc3)c2cc1OC,1.0
CCSc1nc(Nc2cccc(O)c2)c2cnn(CC(C)c3ccccc3)c2n1,1.0
Fc1cccc(Nc2nc(SC3CCCC3)nc3c2cnn3CC(Cl)c2ccccc2)c1,1.0
CC(Cn1ncc2c(Nc3cc(O)ccc3Cl)ncnc21)c1ccccc1,1.0
ClC(Cn1ncc2c(Nc3ccccc3)nc(SC3CCCC3)nc21)c1ccccc1,1.0
CNc1cncc(-c2c[nH]c(=O)c(NC(=O)c3ccc(N4CCC[C@H]4CN4CCCC4)cc3)c2)n1,1.0
CN1CCN(C(=O)CCSCCC(=O)Nc2cccc(Nc3nccc(Nc4cc(C5CC5)[nH]n4)n3)c2)C(c2ccccc2)C1,1.0
CCCCSc1nc(Nc2cccc(O)c2)c2cnn(CC(Cl)c3ccccc3)c2n1,1.0
ClC(Cn1ncc2c(Nc3cccc(Br)c3)nc(SCCN3CCOCC3)nc21)c1ccccc1,1.0
C[C@@H](NC(=O)CCCCCC(=O)Nc1cccc(Nc2nccc(Nc3cc(C4CC4)[nH]n3)n2)c1)c1ccco1,1.0
Nc1ncnc2c1c(-c1ccc(Cl)cc1)nn2-c1cccc(-c2cnnn2CCCCCC(=O)NO)c1,1.0
CNc1cc(-c2c[nH]c(=O)c(NC(=O)c3ccc(N4CCCCC4)cc3)c2)ccn1,1.0
N#Cc1cnc2cc(-c3ccc(CN4CCOCC4)cc3)ccc2c1N[C@@H]1C[C@H]1c1ccccc1,1.0
CN1CCN(C(=O)CCCCCC(=O)Nc2cccc(Nc3nccc(Nc4cc(C5CC5)[nH]n4)n3)c2)C(c2ccccc2)C1,1.0
COc1cc2ncc(C#N)c(N[C@@H]3C[C@H]3c3ccccc3)c2cc1OC,1.0
COc1cccc(CNc2ncnc3c2cnn3CC(Cl)c2ccc(Br)cc2)c1,1.0
Fc1ccccc1CNc1ncnc2c1cnn2CC(Cl)c1ccccc1,1.0
Cc1ccc(C)c(Nc2nccc(-c3nccs3)n2)c1,1.0
